post_timestamp,post_title,post_content,Lap_Label,LapNumber,combined_raw_text,processed_text,Toxicity_Score
2024-12-08 23:26:30,레드플랙 제발,,55,55.0,레드플랙 제발 ,레드플랙 제발,0.15963995456695557
2024-12-08 23:26:29,그래 그래 페라리 너희들 재능있어,ㅋㅋㅋㅋ,55,55.0,그래 그래 페라리 너희들 재능있어 ㅋㅋㅋㅋ,그래 그래 페라리 너희들 재능있어 ㅋㅋㅋㅋ,0.4831649959087372
2024-12-08 23:26:31,오늘의 페라리광대짤 저~장,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,55,55.0,오늘의 페라리광대짤 저~장 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,오늘의 페라리광대짤 저~장 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.8728938698768616
2024-12-08 23:26:31,막스가 해줄건 다해줘서 ㅇㅇ 재밌었다,ㅇㅇ,55,55.0,막스가 해줄건 다해줘서 ㅇㅇ 재밌었다 ㅇㅇ,막스가 해줄건 다해줘서 ㅇㅇ 재밌었다 ㅇㅇ,0.0760803371667862
2024-12-08 23:26:32,르끌 시즌후반에 존나 아쉽네,이 정도면 르끌이 세컨인데?,55,55.0,르끌 시즌후반에 존나 아쉽네 이 정도면 르끌이 세컨인데?,르끌 시즌후반에 존나 아쉽네 이 정도면 르끌이 세컨인데?,0.5100576877593994
2024-12-08 23:26:32,"""어 그렇게 욕해봐""",어차피 컨챔은 우리꺼였어,55,55.0,"""어 그렇게 욕해봐"" 어차피 컨챔은 우리꺼였어","""어 그렇게 욕해봐"" 어차피 컨챔은 우리꺼였어",0.7364168167114258
2024-12-08 23:26:34,오늘 도파민 터질뻔했다,"콩콩
오늘 컨챔 땄으면 티포시가 되었겠지만",55,55.0,"오늘 도파민 터질뻔했다 콩콩
오늘 컨챔 땄으면 티포시가 되었겠지만",오늘 도파민 터질뻔했다 콩콩 오늘 컨챔 땄으면 티포시가 되었겠지만,0.10421568155288696
2024-12-08 23:26:36,점수도 시발 666,이 악마 같은 파파야 새끼들,55,55.0,점수도 시발 666 이 악마 같은 파파야 새끼들,점수도 시발 666 이 악마 같은 파파야 새끼들,0.9550191164016724
2024-12-08 23:26:40,어디서부터 잘못된거냐 인인하인부터인가,컨챔 바이~,55,55.0,어디서부터 잘못된거냐 인인하인부터인가 컨챔 바이~,어디서부터 잘못된거냐 인인하인부터인가 컨챔 바이~,0.615577757358551
2024-12-08 23:26:41,❗+❗+티포시 집합❗+❗+,JOAT,55,55.0,❗+❗+티포시 집합❗+❗+ JOAT,❗+❗+티포시 집합❗+❗+ JOAT,0.7591403126716614
2024-12-08 23:26:42,재미뗘 재미뗘 ㅋㅋㅋ,누리스 폴투윈 가자잇!,55,55.0,재미뗘 재미뗘 ㅋㅋㅋ 누리스 폴투윈 가자잇!,재미뗘 재미뗘 ㅋㅋㅋ 누리스 폴투윈 가자잇!,0.05772660672664642
2024-12-08 23:26:36,진짜 경이 넘어가겠노ㅋㅋㅋㅋ,,55,55.0,진짜 경이 넘어가겠노ㅋㅋㅋㅋ ,진짜 경이 넘어가겠노ㅋㅋㅋㅋ,0.1627466380596161
2024-12-08 23:26:50,영감님 한번만요 제발,한번 해봤잖아요,55,55.0,영감님 한번만요 제발 한번 해봤잖아요,영감님 한번만요 제발 한번 해봤잖아요,0.9098261594772339
2024-12-08 23:26:52,르끌: 나는 시발 16개나 올라왔는데 사인츠 시발아,넌 뭐하냐 시발,55,55.0,르끌: 나는 시발 16개나 올라왔는데 사인츠 시발아 넌 뭐하냐 시발,르끌: 나는 시발 16개나 올라왔는데 사인츠 시발아 넌 뭐하냐 시발,0.9093813300132751
2024-12-08 23:26:55,해밀턴보면 팀메 딸수있는 상황에만 존나 잘하는거같음,ㄹㅇ,55,55.0,해밀턴보면 팀메 딸수있는 상황에만 존나 잘하는거같음 ㄹㅇ,해밀턴보면 팀메 딸수있는 상황에만 존나 잘하는거같음 ㄹㅇ,0.4194636046886444
2024-12-08 23:26:59,좆물대전이나 보죠 ㅇㅇ,,55,55.0,좆물대전이나 보죠 ㅇㅇ ,좆물대전이나 보죠 ㅇㅇ,0.9496510028839111
2024-12-08 23:27:01,아 잠깐만요!!!,하마터면 쿠팡플레이 퀴즈를 까먹을 뻔했네요~,55,55.0,아 잠깐만요!!! 하마터면 쿠팡플레이 퀴즈를 까먹을 뻔했네요~,아 잠깐만요!!! 하마터면 쿠팡플레이 퀴즈를 까먹을 뻔했네요~,0.07842801511287689
2024-12-08 23:27:01,노리스견인데,"이미확정이었지만
몽골 드챔 ㅊㅊㅊㅊ
내년재밌겠노
- dc official App",55,55.0,"노리스견인데 이미확정이었지만
몽골 드챔 ㅊㅊㅊㅊ
내년재밌겠노
- dc official App",노리스견인데 이미확정이었지만 몽골 드챔 ㅊㅊㅊㅊ 내년재밌겠노 - dc official App,0.23967157304286957
2024-12-08 23:27:02,뭐 맥기견이 날뛰는 게 꼬와?,그러게 잘좀하지 ㅋㅋㅋㅋㅋ,55,55.0,뭐 맥기견이 날뛰는 게 꼬와? 그러게 잘좀하지 ㅋㅋㅋㅋㅋ,뭐 맥기견이 날뛰는 게 꼬와? 그러게 잘좀하지 ㅋㅋㅋㅋㅋ,0.9553992748260498
2024-12-08 23:27:02,마지막인데 개꿀잼 배틀 보여줘라,ㅋㅋ,55,55.0,마지막인데 개꿀잼 배틀 보여줘라 ㅋㅋ,마지막인데 개꿀잼 배틀 보여줘라 ㅋㅋ,0.12012532353401184
2024-12-08 23:26:45,솔직히 페라리 컨챔은 페라리가 날렸다고 봐야,네,55,55.0,솔직히 페라리 컨챔은 페라리가 날렸다고 봐야 네,솔직히 페라리 컨챔은 페라리가 날렸다고 봐야 네,0.20689134299755096
2024-12-08 23:27:16,씨발 그러니까 왜 캐나다에서 찐빠나서 아오,,56,56.0,씨발 그러니까 왜 캐나다에서 찐빠나서 아오 ,씨발 그러니까 왜 캐나다에서 찐빠나서 아오,0.956902801990509
2024-12-08 23:27:17,ㅈ라리 내년엔 우승할 수 있겠지?,흑흑,56,56.0,ㅈ라리 내년엔 우승할 수 있겠지? 흑흑,ㅈ라리 내년엔 우승할 수 있겠지? 흑흑,0.7412463426589966
2024-12-08 23:27:17,아 볼라드만 아니었으면 진짜 포디엄인데…,"아쉽구먼.. 잘가숑
- dc official App",56,56.0,"아 볼라드만 아니었으면 진짜 포디엄인데… 아쉽구먼.. 잘가숑
- dc official App",아 볼라드만 아니었으면 진짜 포디엄인데… 아쉽구먼.. 잘가숑 - dc official App,0.11491578072309494
2024-12-08 23:27:19,그와중에 드챔은 따서 컨챔 솔직히 알빠노인 몽골견 개추ㅋㅋ,"야미ㅋㅋ
- ORACLE RED BULL RACING RB20",56,56.0,"그와중에 드챔은 따서 컨챔 솔직히 알빠노인 몽골견 개추ㅋㅋ 야미ㅋㅋ
- ORACLE RED BULL RACING RB20",그와중에 드챔은 따서 컨챔 솔직히 알빠노인 몽골견 개추ㅋㅋ 야미ㅋㅋ - ORACLE RED BULL RACING RB20,0.9400330781936646
2024-12-08 23:27:22,야닉시너 ㅋㅋㅋㅋㅋ,,56,56.0,야닉시너 ㅋㅋㅋㅋㅋ ,야닉시너 ㅋㅋㅋㅋㅋ,0.7878800630569458
2024-12-08 23:27:26,체코 이 씨발련아,바쿠에서 너만 아니었으면,56,56.0,체코 이 씨발련아 바쿠에서 너만 아니었으면,체코 이 씨발련아 바쿠에서 너만 아니었으면,0.9485577940940857
2024-12-08 23:27:29,메르 대전? 어? 잠깐만요,,56,56.0,메르 대전? 어? 잠깐만요 ,메르 대전? 어? 잠깐만요,0.20148727297782898
2024-12-08 23:27:23,몽골이 피아제 담궈주기까지 했는데,에효 병신팀,56,56.0,몽골이 피아제 담궈주기까지 했는데 에효 병신팀,몽골이 피아제 담궈주기까지 했는데 에효 병신팀,0.7851160168647766
2024-12-08 23:27:26,누구노? ㅋㅋㅋㅋㅋ,,56,56.0,누구노? ㅋㅋㅋㅋㅋ ,누구노? ㅋㅋㅋㅋㅋ,0.9252039790153503
2024-12-08 23:27:34,조코비치 ㅋㅋㅋㅋㅋ,- dc official App,56,56.0,조코비치 ㅋㅋㅋㅋㅋ - dc official App,조코비치 ㅋㅋㅋㅋㅋ - dc official App,0.2896309494972229
2024-12-08 23:27:35,레드없냐고 시발 ㅠ,"ㅇ
- dc official App",56,56.0,"레드없냐고 시발 ㅠ ㅇ
- dc official App",레드없냐고 시발 ㅠ ㅇ - dc official App,0.563914954662323
2024-12-08 23:27:37,바쿠가 컸다 진짜,바쿠만 제대로 끝잤어도,56,56.0,바쿠가 컸다 진짜 바쿠만 제대로 끝잤어도,바쿠가 컸다 진짜 바쿠만 제대로 끝잤어도,0.8609942197799683
2024-12-08 23:27:38,조코비치가 1등 아님?,조코비치 미만 잡 ㅋ,56,56.0,조코비치가 1등 아님? 조코비치 미만 잡 ㅋ,조코비치가 1등 아님? 조코비치 미만 잡 ㅋ,0.8746131658554077
2024-12-08 23:27:39,약쟁이가 나오네,"ㅋㅋㅋ
- dc official App",56,56.0,"약쟁이가 나오네 ㅋㅋㅋ
- dc official App",약쟁이가 나오네 ㅋㅋㅋ - dc official App,0.8570165038108826
2024-12-08 23:27:40,누구셈??,,56,56.0,누구셈?? ,누구셈??,0.8904990553855896
2024-12-08 23:27:40,테니스 월챔 입갤 ㅋㅋㅋㅋㅋ,점마도 컨챔 있으려나,56,56.0,테니스 월챔 입갤 ㅋㅋㅋㅋㅋ 점마도 컨챔 있으려나,테니스 월챔 입갤 ㅋㅋㅋㅋㅋ 점마도 컨챔 있으려나,0.9267366528511047
2024-12-08 23:27:43,30초만에 념글가면 노리스 마지막랩 펑쳐,,56,56.0,30초만에 념글가면 노리스 마지막랩 펑쳐 ,30초만에 념글가면 노리스 마지막랩 펑쳐,0.3173069357872009
2024-12-08 23:27:46,근본황라렌이 컨챔먹는구나,2016 2017 혼다시절 생각해보면 진짜 감격스럽네,56,56.0,근본황라렌이 컨챔먹는구나 2016 2017 혼다시절 생각해보면 진짜 감격스럽네,근본황라렌이 컨챔먹는구나 2016 2017 혼다시절 생각해보면 진짜 감격스럽네,0.09338562190532684
2024-12-08 23:27:46,시너가 랭킹 1위네 ? ㅋㅋ,,56,56.0,시너가 랭킹 1위네 ? ㅋㅋ ,시너가 랭킹 1위네 ? ㅋㅋ,0.13058970868587494
2024-12-08 23:27:47,페라리 <<<- 중위권이 딱이면 개추 ㅋㅋㅋ,"그냥 이런 광대팀은 맨강딱마냥 중위권이 딱이면 개추 ㅋㅋ
페중딱 ㅋㅋㅋ",56,56.0,"페라리 <<<- 중위권이 딱이면 개추 ㅋㅋㅋ 그냥 이런 광대팀은 맨강딱마냥 중위권이 딱이면 개추 ㅋㅋ
페중딱 ㅋㅋㅋ",페라리 <<<- 중위권이 딱이면 개추 ㅋㅋㅋ 그냥 이런 광대팀은 맨강딱마냥 중위권이 딱이면 개추 ㅋㅋ 페중딱 ㅋㅋㅋ,0.9522807598114014
2024-12-08 23:27:47,안캐 어케읽는지 모르네 ㅋㅋㅋ,ㅋㅋㅋ 테니스ㅡ제일 질하는 선수 ㅋㅋ,56,56.0,안캐 어케읽는지 모르네 ㅋㅋㅋ ㅋㅋㅋ 테니스ㅡ제일 질하는 선수 ㅋㅋ,안캐 어케읽는지 모르네 ㅋㅋㅋ ㅋㅋㅋ 테니스ㅡ제일 질하는 선수 ㅋㅋ,0.48178377747535706
2024-12-08 23:27:38,올해 레이싱도 다끝나가네,ㅜ,56,56.0,올해 레이싱도 다끝나가네 ㅜ,올해 레이싱도 다끝나가네 ㅜ,0.0928388312458992
2024-12-08 23:27:50,나달 페더러 조코비치 아니고 첨보노,누구세요,56,56.0,나달 페더러 조코비치 아니고 첨보노 누구세요,나달 페더러 조코비치 아니고 첨보노 누구세요,0.8163548111915588
2024-12-08 23:27:56,뭔 근닉시너여,야코비치 데리고와라,56,56.0,뭔 근닉시너여 야코비치 데리고와라,뭔 근닉시너여 야코비치 데리고와라,0.40615180134773254
2024-12-08 23:27:56,노리스스핀노리스스핀노리스스핀노리스스핀,- dc official App,56,56.0,노리스스핀노리스스핀노리스스핀노리스스핀 - dc official App,노리스스핀노리스스핀노리스스핀노리스스핀 - dc official App,0.4599973261356354
2024-12-08 23:27:57,페더러 조코비치 나달 밖에 몰라,ㅇㅇㅇㅇ,56,56.0,페더러 조코비치 나달 밖에 몰라 ㅇㅇㅇㅇ,페더러 조코비치 나달 밖에 몰라 ㅇㅇㅇㅇ,0.43592289090156555
2024-12-08 23:27:58,테니스 월챔인데 조코비치가 아니야?,,56,56.0,테니스 월챔인데 조코비치가 아니야? ,테니스 월챔인데 조코비치가 아니야?,0.1635223925113678
2024-12-08 23:27:59,이름이 야닉 시너네,"Jannik Sinner
이게 야닉이냐고 씹ㅋㅋㅋㅋㅋㅋㅋ",56,56.0,"이름이 야닉 시너네 Jannik Sinner
이게 야닉이냐고 씹ㅋㅋㅋㅋㅋㅋㅋ",이름이 야닉 시너네 Jannik Sinner 이게 야닉이냐고 씹ㅋㅋㅋㅋㅋㅋㅋ,0.868134081363678
2024-12-08 23:28:00,만수르 행님 나와줘야되는거아님?,급떨어지노,56,56.0,만수르 행님 나와줘야되는거아님? 급떨어지노,만수르 행님 나와줘야되는거아님? 급떨어지노,0.8907665014266968
2024-12-08 23:28:01,물탕이 14초 갭을 다따라잡았네,ㅋㅋ,56,56.0,물탕이 14초 갭을 다따라잡았네 ㅋㅋ,물탕이 14초 갭을 다따라잡았네 ㅋㅋ,0.35648536682128906
2024-12-08 23:27:57,뭐야 시너 왔어?,,56,56.0,뭐야 시너 왔어? ,뭐야 시너 왔어?,0.37951353192329407
2024-12-08 23:28:08,성대모사 해봤음,"ㅁㅌㅊ
- dc official App",56,56.0,"성대모사 해봤음 ㅁㅌㅊ
- dc official App",성대모사 해봤음 ㅁㅌㅊ - dc official App,0.2406884878873825
2024-12-08 23:28:08,플래그는 이탈리아 국적선수가 흔드는데 우승은 맥라렌,"ㅅㅂㅅㅂㅅㅂㅅ
- dc official App",56,56.0,"플래그는 이탈리아 국적선수가 흔드는데 우승은 맥라렌 ㅅㅂㅅㅂㅅㅂㅅ
- dc official App",플래그는 이탈리아 국적선수가 흔드는데 우승은 맥라렌 ㅅㅂㅅㅂㅅㅂㅅ - dc official App,0.4008461534976959
2024-12-08 23:28:11,내년 좆된 티포시들은 개추 ㅋㅋㅋㅋㅋㅋ,,56,56.0,내년 좆된 티포시들은 개추 ㅋㅋㅋㅋㅋㅋ ,내년 좆된 티포시들은 개추 ㅋㅋㅋㅋㅋㅋ,0.9503347873687744
2024-12-08 23:28:12,야닉 시너는 이탈리아인,그래서 똥씹은표정,56,56.0,야닉 시너는 이탈리아인 그래서 똥씹은표정,야닉 시너는 이탈리아인 그래서 똥씹은표정,0.9126832485198975
2024-12-08 23:28:14,모르면 그냥 체커기 준비중이라고만 하지 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋ,56,56.0,모르면 그냥 체커기 준비중이라고만 하지 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ,모르면 그냥 체커기 준비중이라고만 하지 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ,0.28954973816871643
2024-12-08 23:28:15,아쉽네,내년에 봅시다,56,56.0,아쉽네 내년에 봅시다,아쉽네 내년에 봅시다,0.06213415414094925
2024-12-08 23:28:15,노리스펑처노리스펑처노리스펑처노리스펑처노리스펑처노리스펑처,제발,56,56.0,노리스펑처노리스펑처노리스펑처노리스펑처노리스펑처노리스펑처 제발,노리스펑처노리스펑처노리스펑처노리스펑처노리스펑처노리스펑처 제발,0.7652302384376526
2024-12-08 23:28:16,더블포디움인데 씨바료ㅣ발,,56,56.0,더블포디움인데 씨바료ㅣ발 ,더블포디움인데 씨바료ㅣ발,0.7789707183837891
2024-12-08 23:28:16,포기했다,컨챔은 내년에해야지,56,56.0,포기했다 컨챔은 내년에해야지,포기했다 컨챔은 내년에해야지,0.21125131845474243
2024-12-08 23:28:06,슬슬 클로징멘트,,56,56.0,슬슬 클로징멘트 ,슬슬 클로징멘트,0.17290574312210083
2024-12-08 23:28:18,수퍼클린 ㅋㅋ,,56,56.0,수퍼클린 ㅋㅋ ,수퍼클린 ㅋㅋ,0.12331730872392654
2024-12-08 23:28:19,캐나다때 삽질만 안했어도,,56,56.0,캐나다때 삽질만 안했어도 ,캐나다때 삽질만 안했어도,0.7442331910133362
2024-12-08 23:28:20,바쿠 체평만 아니였으면,개씨발 타코새끼,56,56.0,바쿠 체평만 아니였으면 개씨발 타코새끼,바쿠 체평만 아니였으면 개씨발 타코새끼,0.9458605051040649
2024-12-08 23:28:21,뭔 약쟁이 테니스 선수가 나옴,"ㅋㅋㅋㅋㅋ
- dc official App",56,56.0,"뭔 약쟁이 테니스 선수가 나옴 ㅋㅋㅋㅋㅋ
- dc official App",뭔 약쟁이 테니스 선수가 나옴 ㅋㅋㅋㅋㅋ - dc official App,0.8993942737579346
2024-12-08 23:28:21,쥬몽 대전 ㄷㄷ,- dc official App,56,56.0,쥬몽 대전 ㄷㄷ - dc official App,쥬몽 대전 ㄷㄷ - dc official App,0.10346900671720505
2024-12-08 23:28:25,시너 르끌팬이라는데,ㄹㅇ 모나코 이웃사촌,56,56.0,시너 르끌팬이라는데 ㄹㅇ 모나코 이웃사촌,시너 르끌팬이라는데 ㄹㅇ 모나코 이웃사촌,0.32260316610336304
2024-12-08 23:28:26,야닉시너 1위였노,쳐발리는것만봐서 카를로스한테 밀린줄 알아쓴ㄴ,56,56.0,야닉시너 1위였노 쳐발리는것만봐서 카를로스한테 밀린줄 알아쓴ㄴ,야닉시너 1위였노 쳐발리는것만봐서 카를로스한테 밀린줄 알아쓴ㄴ,0.9276964664459229
2024-12-08 23:28:27,슈퍼클린 ㅋㅋㅋㅋ,,56,56.0,슈퍼클린 ㅋㅋㅋㅋ ,슈퍼클린 ㅋㅋㅋㅋ,0.28173160552978516
2024-12-08 23:28:29,너희는 사고나라고 비는거말고 뭘 할 수 있는데ㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,56,56.0,너희는 사고나라고 비는거말고 뭘 할 수 있는데ㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,너희는 사고나라고 비는거말고 뭘 할 수 있는데ㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.9182709455490112
2024-12-08 23:28:35,시너 약쟁이 아니노,ㅇㅇ,56,56.0,시너 약쟁이 아니노 ㅇㅇ,시너 약쟁이 아니노 ㅇㅇ,0.9350658059120178
2024-12-08 23:28:36,노리스펑노리스펑노리스펑노리스펑,"!!
- dc official App",56,56.0,"노리스펑노리스펑노리스펑노리스펑 !!
- dc official App",노리스펑노리스펑노리스펑노리스펑 !! - dc official App,0.34951943159103394
2024-12-08 23:28:49,르끌은 좆빠지게 놀라왔는데,사인지 관광모드임? ㅋㅋㅋㅋㅋㅋㅋ,57,57.0,르끌은 좆빠지게 놀라왔는데 사인지 관광모드임? ㅋㅋㅋㅋㅋㅋㅋ,르끌은 좆빠지게 놀라왔는데 사인지 관광모드임? ㅋㅋㅋㅋㅋㅋㅋ,0.9046565890312195
2024-12-08 23:28:49,컨챔 애무는 좆라리 좆포시 ㅋㅋ,"야 설렜냐? 야 기대했냐? 야 겠냐? ㅋㅋ
승리의 파파야단 간다 좆포시 좆라리들아 ㅋㅋㅋ
- dc official App",57,57.0,"컨챔 애무는 좆라리 좆포시 ㅋㅋ 야 설렜냐? 야 기대했냐? 야 겠냐? ㅋㅋ
승리의 파파야단 간다 좆포시 좆라리들아 ㅋㅋㅋ
- dc official App",컨챔 애무는 좆라리 좆포시 ㅋㅋ 야 설렜냐? 야 기대했냐? 야 겠냐? ㅋㅋ 승리의 파파야단 간다 좆포시 좆라리들아 ㅋㅋㅋ - dc official App,0.9496108889579773
2024-12-08 23:28:53,르끌 아부다비마다 컨챔 라디오 눈물난다,ㄹㅇ,57,57.0,르끌 아부다비마다 컨챔 라디오 눈물난다 ㄹㅇ,르끌 아부다비마다 컨챔 라디오 눈물난다 ㄹㅇ,0.07455731183290482
2024-12-08 23:28:56,병신이 꼬라박고 더블리타만 안했어도,허,57,57.0,병신이 꼬라박고 더블리타만 안했어도 허,병신이 꼬라박고 더블리타만 안했어도 허,0.9040071964263916
2024-12-08 23:28:58,한 1년 인터넷 안하면 되거든요,,57,57.0,한 1년 인터넷 안하면 되거든요 ,한 1년 인터넷 안하면 되거든요,0.20873241126537323
2024-12-08 23:28:58,팩트)결국페라리는이분임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"페라리의
마지막
월챔
페라리의
마지막
컨챔
대키미",57,57.0,"팩트)결국페라리는이분임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 페라리의
마지막
월챔
페라리의
마지막
컨챔
대키미",팩트)결국페라리는이분임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 페라리의 마지막 월챔 페라리의 마지막 컨챔 대키미,0.6009001731872559
2024-12-08 23:28:58,노리스 펑쳐나라고,아,57,57.0,노리스 펑쳐나라고 아,노리스 펑쳐나라고 아,0.828348696231842
2024-12-08 23:29:00,좆탕대전ㅋㅋㅋㅋ,- dc official App,57,57.0,좆탕대전ㅋㅋㅋㅋ - dc official App,좆탕대전ㅋㅋㅋㅋ - dc official App,0.9170412421226501
2024-12-08 23:29:05,메르 파파야룰 발동,ㅋㅋㅋ,57,57.0,메르 파파야룰 발동 ㅋㅋㅋ,메르 파파야룰 발동 ㅋㅋㅋ,0.7283915281295776
2024-12-08 23:29:06,가슬리 펑쳐나 제발,죽어버려,57,57.0,가슬리 펑쳐나 제발 죽어버려,가슬리 펑쳐나 제발 죽어버려,0.9446509480476379
2024-12-08 23:29:07,쥬물 내전 ㅋㅋㅋ,- dc official App,57,57.0,쥬물 내전 ㅋㅋㅋ - dc official App,쥬물 내전 ㅋㅋㅋ - dc official App,0.8151853084564209
2024-12-08 23:29:08,못웃는 더블포디움 ㅋㅋㅋㅋㅋㅋㅋㅋ,내년을기약해,57,57.0,못웃는 더블포디움 ㅋㅋㅋㅋㅋㅋㅋㅋ 내년을기약해,못웃는 더블포디움 ㅋㅋㅋㅋㅋㅋㅋㅋ 내년을기약해,0.2511756122112274
2024-12-08 23:29:08,애미 씨발,"포르자 페라리....
- dc official App",57,57.0,"애미 씨발 포르자 페라리....
- dc official App",애미 씨발 포르자 페라리.... - dc official App,0.8034185767173767
2024-12-08 23:29:05,쟤가 알카라스 라이벌임,,57,57.0,쟤가 알카라스 라이벌임 ,쟤가 알카라스 라이벌임,0.46314650774002075
2024-12-08 23:29:10,컨챔 먹었어도 몽골견이 애미뒤진십쌔끼인건 안변한다,하여간 팀메이트하고 수준 똑같은 시발새끼,57,57.0,컨챔 먹었어도 몽골견이 애미뒤진십쌔끼인건 안변한다 하여간 팀메이트하고 수준 똑같은 시발새끼,컨챔 먹었어도 몽골견이 애미뒤진십쌔끼인건 안변한다 하여간 팀메이트하고 수준 똑같은 시발새끼,0.9641962647438049
2024-12-08 23:29:13,르끌 추월쇼덕에 기대하긴 했는데,뭐 아쉽네..,57,57.0,르끌 추월쇼덕에 기대하긴 했는데 뭐 아쉽네..,르끌 추월쇼덕에 기대하긴 했는데 뭐 아쉽네..,0.08480821549892426
2024-12-08 23:29:15,팩트) 심지어 사고 한번 난거임,왜 줘도 못먹어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,57,57.0,팩트) 심지어 사고 한번 난거임 왜 줘도 못먹어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,팩트) 심지어 사고 한번 난거임 왜 줘도 못먹어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.8909895420074463
2024-12-08 23:29:17,해머타임으로 DRS진입 ㄷㄷㄷ,와,57,57.0,해머타임으로 DRS진입 ㄷㄷㄷ 와,해머타임으로 DRS진입 ㄷㄷㄷ 와,0.14208117127418518
2024-12-08 23:29:17,그냥 적당한 중위권팀 빠니까 걱정 없고 좋구나,컨챔 5등 콘크리트 엉덩이 따땃하다,57,57.0,그냥 적당한 중위권팀 빠니까 걱정 없고 좋구나 컨챔 5등 콘크리트 엉덩이 따땃하다,그냥 적당한 중위권팀 빠니까 걱정 없고 좋구나 컨챔 5등 콘크리트 엉덩이 따땃하다,0.878607988357544
2024-12-08 23:29:20,끝. ㅇㅇ.,,57,57.0,끝. ㅇㅇ. ,끝. ㅇㅇ.,0.3283431828022003
2024-12-08 23:29:26,킹깐만요!!!! 노리스 펑쳐에요!!!!!!!!!,,57,57.0,킹깐만요!!!! 노리스 펑쳐에요!!!!!!!!! ,킹깐만요!!!! 노리스 펑쳐에요!!!!!!!!!,0.20680932700634003
2024-12-08 23:29:27,르끌레 아부다비는 작년도 웃겼는데 올해도 웃기네 ㅋㅋ,개미친추월쇼하고 열불터져서 육두문자 난사 ㅋㅋ,57,57.0,르끌레 아부다비는 작년도 웃겼는데 올해도 웃기네 ㅋㅋ 개미친추월쇼하고 열불터져서 육두문자 난사 ㅋㅋ,르끌레 아부다비는 작년도 웃겼는데 올해도 웃기네 ㅋㅋ 개미친추월쇼하고 열불터져서 육두문자 난사 ㅋㅋ,0.9359748363494873
2024-12-08 23:29:27,옐로 ㅋㅋㅋㅋ,,57,57.0,옐로 ㅋㅋㅋㅋ ,옐로 ㅋㅋㅋㅋ,0.7782191038131714
2024-12-08 23:29:31,오늘 사인츠 티포시한테 살인협박듣냐,?,57,57.0,오늘 사인츠 티포시한테 살인협박듣냐 ?,오늘 사인츠 티포시한테 살인협박듣냐 ?,0.7286853194236755
